point_id,task_id,step,base_action,foresight_action,action_changed,wm_prediction,self_confidence,semantic_correctness,base_success,foresight_success,planning_gain,ambiguity,confidence_separate,logprob_prob,base_action_is_noop
D00136,trial_T20190907_012519_974044,0,go to cabinet 1,go to cabinet 2,True,"You are now in cabinet 1. Inside, you see a pan.",0.95,0.7568390965461731,False,False,0,0.0,0.7,0.9210991123584542,False
D00137,trial_T20190907_012519_974044,7,open cabinet 5,open cabinet 5,False,Cabinet 5 is now open.,0.95,0.7858682870864868,False,False,0,0.0,0.7,0.9852220877536172,False
D00138,trial_T20190907_012519_974044,14,go to cabinet 1,go to cabinet 1,False,You are at cabinet 1. There is no visible item on cabinet 1.,0.95,0.8165555000305176,False,False,0,0.0,0.1,0.8771669744756616,False
D00139,trial_T20190907_012519_974044,22,go to cabinet 1,go to cabinet 1,False,"You are at stoveburner 2. On the stoveburner 2, you see a pan 1.",0.1,0.43393629789352417,False,False,0,0.0,0.3,0.9982563025783242,False
D00140,trial_T20190907_012519_974044,29,examine pan 1,examine pan 1,False,You see pan 1 on stoveburner 2.,0.98,0.6847994327545166,False,False,0,0.25,0.7,0.9247516180206174,True
D00141,trial_T20190908_183331_203888,0,inventory,go to drawer 1,True,"You see a spatula, a spatula, and a knife in your inventory.",0.95,0.2769502103328705,False,False,0,0.0,0.7,0.9612014039684088,True
D00142,trial_T20190908_183331_203888,6,open drawer 2,open drawer 2,False,Drawer 2 is now open.,0.98,0.7794656157493591,False,False,0,0.0,0.8,0.9569435753788623,False
D00143,trial_T20190908_183331_203888,13,go to drawer 1,go to drawer 1,False,You go to drawer 1. Drawer 1 is closed. You see nothing inside.,0.95,0.9115713834762573,False,False,0,0.0,0.3,0.961869275305435,False
D00144,trial_T20190908_183331_203888,20,take spatula 2 from countertop 1,go to cabinet 1,True,spatula 2 is not on countertop 1,0.95,0.7852877378463745,True,False,-1,0.5,0.3,0.9580267698390713,False
D00145,trial_T20190908_183331_203888,26,examine drawer 3,examine spatula 1,True,You see spatula 2 in drawer 3.,0.997,0.9669278860092163,True,True,0,0.25,0.9,0.9667800665106105,True
D00146,trial_T20190909_044602_338962,0,go to drawer 1,go to drawer 1,False,"You are in the middle of a room. Looking quickly around you, you see a bathtubbasin 1, a countertop 1, a drawer 8, a drawer 7, a drawer 6, a drawer 5, a drawer 4, a drawer 3, a drawer 2, a drawer 1, a garbagecan 1, a handtowelholder 1, a sinkbasin 1, a toilet 1, a toiletpaperhanger 1, a towelholder 2, and a towelholder 1. You can now see the contents of drawer 1: a tissuebox 1.",0.95,0.5555789470672607,False,False,0,0.0,0.9,0.9843318661592289,False
D00147,trial_T20190909_044602_338962,7,go to drawer 1,go to drawer 1,False,Nothing observed; drawer 1 remains unaltered.,0.95,0.7506074905395508,False,False,0,0.25,0.1,0.8264962310299464,False
D00148,trial_T20190909_044602_338962,14,go to drawer 1,go to drawer 1,False,You go to drawer 1. Drawer 1 is closed. You see a tissue box inside.,0.95,0.7746094465255737,False,False,0,0.0,0.1,0.9723211667627637,False
D00149,trial_T20190909_044602_338962,22,go to drawer 2,go to drawer 3,True,no change in tissuebox location or toilet contents,0.0,0.22999826073646545,True,True,0,0.25,0.3,0.9102978209235546,False
D00150,trial_T20190909_044602_338962,29,go to drawer 1,go to drawer 2,True,Nothing observable changes at toilet 1 or elsewhere; no tissuebox is found in drawer 1.,0.1,0.394819051027298,False,False,0,0.25,0.3,0.9376746172889647,False
